SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,SECURITY CODE,ISSUER NAME,SECURITY ID,SECURITY NAME,STATUS,GROUP,ISIN NO,INDUSTRY,INSTRUMENT,SECTOR NAME,INDUSTRY NEW NAME,IGROUP NAME,ISUBGROUP NAME
GODREJPROLR,Godrej Properties Limited,,,,,,0.05,750540,Godrej Properties Limited,GODREJPROLR,Godrej Properties Ltd,Delisted,R ,-, ,-,-,-,-,-
WATERBASELR,Waterbase Limited,,,,,,0.05,750541,Waterbase Limited,WATERBASELR,Waterbase Ltd,Delisted,R ,-, ,-,-,-,-,-
UNIPHOSLR,Uniphos Enterprises Limited.,,,,,,0.05,750542,Uniphos Enterprises Limited.,UNIPHOSLR,Uniphos Enterprises Ltd,Delisted,R ,-, ,-,-,-,-,-
COROENGLR,Coromandel Engineering Company Limited,,,,,,0.05,750543,Coromandel Engineering Company Limited,COROENGLR,Coromandel Engineering Company Ltd,Delisted,R ,-, ,-,-,-,-,-
MUKANDLR,Mukand Ltd.,,,,,,0.05,750544,Mukand Ltd.,MUKANDLR,Mukand Ltd,Delisted,R ,-, ,-,-,-,-,-
WHEELSLR,WHEELS INDIA LTD,,,,,,10.00,750545,WHEELS INDIA LTD,WHEELSLR,WHEELS INDIA LTD,Delisted,R ,-, ,-,-,-,-,-
TATAPOWERLR,Tata Power Co. Ltd,,,,,,0.05,750546,Tata Power Co. Ltd,TATAPOWERLR,Tata Power Co Ltd,Delisted,R ,-, ,-,-,-,-,-
GOLDENGOLR,U. Y. FINCORP LIMITED,,,,,,0.05,750547,U. Y. FINCORP LIMITED,GOLDENGOLR,Golden Goenka Fincorp Ltd,Delisted,R ,-, ,-,-,-,-,-
EASUNREYRLR,EASUN REYROLLE LTD.,,,,,,0.05,750548,EASUN REYROLLE LTD.,EASUNREYRLR,EASUN REYROLLE LTD,Delisted,R ,-, ,-,-,-,-,-
ECOFRIENDLR,Eco Friendly Food Processing Park Limited,,,,,,0.05,750549,Eco Friendly Food Processing Park Limited,ECOFRIENDLR,Eco Friendly Food Processing Park Ltd,Delisted,R ,-, ,-,-,-,-,-
ILFSTNLLR,IL&FS Transportation Networks Limited,,,,,,0.05,750550,IL&FS Transportation Networks Limited,ILFSTNLLR,IL&FS Transportation Networks Ltd,Delisted,R ,-, ,-,-,-,-,-
RAMCOSYLR,Ramco Systems Ltd,,,,,,0.05,750551,Ramco Systems Ltd,RAMCOSYLR,Ramco Systems  Ltd,Delisted,R ,-, ,-,-,-,-,-
DENISCHEMLR,Denis Chem Lab Limited,,,,,,0.05,750552,Denis Chem Lab Limited,DENISCHEMLR,Denis Chem Lab Ltd,Delisted,R ,-, ,-,-,-,-,-
INDHOTELLR,Indian Hotels Co. Ltd,,,,,,0.05,750553,Indian Hotels Co. Ltd,INDHOTELLR,Indian Hotels Co Ltd,Delisted,R ,-, ,-,-,-,-,-
LAKVILBKLR,LAKSHMI VILAS BANK LTD,,,,,,0.05,750554,LAKSHMI VILAS BANK LTD,LAKVILBKLR,LAKSHMI VILAS BANK LTD,Delisted,R ,-, ,-,-,-,-,-
MIRCELELR,Mirc Electronics Ltd,,,,,,0.05,750555,Mirc Electronics Ltd,MIRCELELR,Mirc Electronics Ltd,Delisted,R ,-, ,-,-,-,-,-
NEULABLR,Neuland Laboratories Limited.,,,,,,0.05,750556,Neuland Laboratories Limited.,NEULABLR,Neuland Laboratories Ltd,Delisted,R ,-, ,-,-,-,-,-
NCCLTDLR,NCC Limited,,,,,,0.05,750557,NCC Limited,NCCLTDLR,NCC Ltd,Delisted,R ,-, ,-,-,-,-,-
ESTBIOLR,Esteem Bio Organic Food Processing  Limited,,,,,,0.05,750558,Esteem Bio Organic Food Processing  Limited,ESTBIOLR,Esteem Bio Organic Food Processing Ltd,Delisted,R ,-, ,-,-,-,-,-
CHANNINELR,Channel Nine Entertainment Limited,,,,,,0.05,750559,Channel Nine Entertainment Limited,CHANNINELR,Channel Nine Entertainment Ltd,Delisted,R ,-, ,-,-,-,-,-
FUTURERELR,Future Enterprises Limited,,,,,,0.05,750560,Future Enterprises Limited,FUTURERELR,Future Enterprises Ltd,Delisted,R ,-, ,-,-,-,-,-
FUTUREDVRLR,Future Enterprises Limited,,,,,,0.05,750561,Future Enterprises Limited,FUTUREDVRLR,Future Enterprises Ltd,Delisted,R ,-, ,-,-,-,-,-
CANFINHOMLR,Can Fin Homes Ltd.,,,,,,0.05,750562,Can Fin Homes Ltd.,CANFINHOMLR,Can Fin Homes Ltd,Delisted,R ,-, ,-,-,-,-,-
STBKOFTRALR,State Bank of Travancore,,,,,,0.05,750563,State Bank of Travancore,STBKOFTRALR,State Bank of Travancore,Delisted,R ,-, ,-,-,-,-,-
GMRINFRASLR,GMR Airports Limited,,,,,,0.05,750564,GMR Airports Limited,GMRINFRASLR,GMR Infrastructure Ltd,Delisted,R ,-, ,-,-,-,-,-
ZEEMEDIALR,Zee Media Corporation Limited,,,,,,0.05,750565,Zee Media Corporation Limited,ZEEMEDIALR,Zee Media Corporation Ltd,Delisted,R ,-, ,-,-,-,-,-
TATAMOTORLR,Tata Motors Ltd.,,,,,,0.05,750566,Tata Motors Ltd.,TATAMOTORLR,Tata Motors Ltd,Delisted,R ,-, ,-,-,-,-,-
TATAMODVRLR,Tata Motors Ltd.,,,,,,0.05,750567,Tata Motors Ltd.,TATAMODVRLR,Tata Motors Ltd,Delisted,R ,-, ,-,-,-,-,-
MCKTRCOLDLR,Mack Trading Co. Ltd.,,,,,,0.05,750568,Mack Trading Co. Ltd.,MCKTRCOLDLR,Mack Trading Co Ltd,Delisted,R ,-, ,-,-,-,-,-
VASCONEQLR,Vascon Engineers Limited,,,,,,0.05,750569,Vascon Engineers Limited,VASCONEQLR,Vascon Engineers Ltd,Delisted,R ,-, ,-,-,-,-,-
UNICABLR,Universal Cables Ltd.,,,,,,0.05,750570,Universal Cables Ltd.,UNICABLR,Universal Cables Ltd.,Delisted,R ,-, ,-,-,-,-,-
DECNGOLDLR,Deccan Gold Mines Ltd.,,,,,,0.05,750572,Deccan Gold Mines Ltd.,DECNGOLDLR,Deccan Gold Mines Ltd.,Delisted,R ,-, ,-,-,-,-,-
ILFSTRNLLR,IL&FS Transportation Networks Limited,,,,,,0.05,750573,IL&FS Transportation Networks Limited,ILFSTRNLLR,IL&FS Transportation Networks Ltd,Delisted,R ,-, ,-,-,-,-,-
ASHIMALR,Ashima Ltd,,,,,,0.05,750574,Ashima Ltd,ASHIMALR,Ashima Ltd,Delisted,R ,-, ,-,-,-,-,-
JMCPROJEQLR,JMC Projects (india) Ltd.,,,,,,0.05,750575,JMC Projects (india) Ltd.,JMCPROJEQLR,JMC Projects (india) Ltd,Suspended,R ,-, ,-,-,-,-,-
BNRATHILR,B.N.Rathi Securities Ltd.,,,,,,0.05,750576,B.N.Rathi Securities Ltd.,BNRATHILR,BNRathi Securities Ltd,Suspended,R ,-, ,-,-,-,-,-
SPARCLR,Sun Pharma Advanced Research Company Ltd.,,,,,,0.05,750577,Sun Pharma Advanced Research Company Ltd.,SPARCLR,Sun Pharma Advanced Research Company Ltd,Suspended,R ,-, ,-,-,-,-,-
THEINVESTR,THE INVESTMENT TRUST OF INDIA LIMITED,,,,,,0.05,750578,THE INVESTMENT TRUST OF INDIA LIMITED,THEINVESTR,Fortune Financial Services (India),Suspended,R ,-, ,-,-,-,-,-
POLSONLR,Polson Ltd.,,,,,,0.05,750579,Polson Ltd.,POLSONLR,Polson Ltd,Suspended,R ,-, ,-,-,-,-,-
SINTEXLR,Sintex Industries Ltd,,,,,,0.05,750580,Sintex Industries Ltd,SINTEXLR,Sintex Industries Ltd,Delisted,R ,-, ,-,-,-,-,-
CRESTLR,CREST VENTURES LIMITED,,,,,,0.05,750581,CREST VENTURES LIMITED,CRESTLR,CREST VENTURES Ltd,Suspended,R ,-, ,-,-,-,-,-
KARNATAKALR,Karnataka Bank Ltd.,,,,,,0.05,750582,Karnataka Bank Ltd.,KARNATAKALR,Karnataka Bank Ltd,Suspended,R ,-, ,-,-,-,-,-
CNOVAPETRLR,TRUE GREEN BIO ENERGY LIMITED,,,,,,0.05,750583,TRUE GREEN BIO ENERGY LIMITED,CNOVAPETRLR,CIL Nova Petrochemicals Ltd,Suspended,R ,-, ,-,-,-,-,-
ORIENTPPRLR,Orient Paper & Industries Ltd.,,,,,,0.05,750584,Orient Paper & Industries Ltd.,ORIENTPPRLR,Orient Paper & Industries Ltd,Delisted,R ,-, ,-,-,-,-,-
IPRINGLTDLR,IP Rings Ltd.,,,,,,0.05,750585,IP Rings Ltd.,IPRINGLTDLR,IP Rings Ltd,Suspended,R ,-, ,-,-,-,-,-
CANBKLR,Canara Bank,,,,,,0.05,750586,Canara Bank,CANBKLR,Canara Bank,Suspended,R ,-, ,-,-,-,-,-
SOUTHBANKLR,South Indian Bank Ltd.,,,,,,0.05,750587,South Indian Bank Ltd.,SOUTHBANKLR,South Indian Bank Ltd,Suspended,R ,-, ,-,-,-,-,-
ARCHITORGLR,Archit Organosys Limited,,,,,,0.05,750588,Archit Organosys Limited,ARCHITORGLR,Archit Organosys Ltd,Suspended,R ,-, ,-,-,-,-,-
VISHALLR,Vishal Fabrics Limited,,,,,,0.05,750589,Vishal Fabrics Limited,VISHALLR,Vishal Fabrics Ltd,Delisted,R ,-, ,-,-,-,-,-
KINGFALR,Kingfa Science & Technology (India) Ltd,,,,,,0.05,750590,Kingfa Science & Technology (India) Ltd,KINGFALR,Kingfa Science & Technology (India) Ltd,Suspended,R ,-, ,-,-,-,-,-
MAHLIFELR,Mahindra Lifespace Developers Ltd.,,,,,,0.05,750591,Mahindra Lifespace Developers Ltd.,MAHLIFELR,Mahindra Lifespace Developers Ltd,Delisted,R ,-, ,-,-,-,-,-
VSSLLR,Vardhman Special Steels Ltd,,,,,,0.05,750592,Vardhman Special Steels Ltd,VSSLLR,Vardhman Special Steels Ltd,Suspended,R ,-, ,-,-,-,-,-
ZENOTECHLR,Zenotech Laboratories Limited,,,,,,0.05,750593,Zenotech Laboratories Limited,ZENOTECHLR,Zenotech Laboratories Ltd,Suspended,R ,-, ,-,-,-,-,-
INTELLECTLR,INTELLECT DESIGN ARENA LIMITED,,,,,,0.05,750594,INTELLECT DESIGN ARENA LIMITED,INTELLECTLR,INTELLECT DESIGN ARENA Ltd,Suspended,R ,-, ,-,-,-,-,-
DENISLR,Denis Chem Lab Limited,,,,,,0.05,750595,Denis Chem Lab Limited,DENISLR,Denis Chem Lab Ltd,Suspended,R ,-, ,-,-,-,-,-
BRPLLR,Bansal Roofing Products Limited,,,,,,0.05,750596,Bansal Roofing Products Limited,BRPLLR,Bansal Roofing Products Ltd,Suspended,R ,-, ,-,-,-,-,-
INDHOTELR,Indian Hotels Co. Ltd,,,,,,0.05,750597,Indian Hotels Co. Ltd,INDHOTELR,Indian Hotels Co Ltd,Suspended,R ,-, ,-,-,-,-,-
KARURVYSYLR,Karur Vysya Bank Ltd.,,,,,,0.05,750598,Karur Vysya Bank Ltd.,KARURVYSYLR,Karur Vysya Bank Ltd,Suspended,R ,-, ,-,-,-,-,-
HIRECTLR,Hind Rectifiers Ltd.,,,,,,0.05,750599,Hind Rectifiers Ltd.,HIRECTLR,Hind Rectifiers Ltd,Suspended,R ,-, ,-,-,-,-,-
HCL-INSYSLR,HCL Infosystems Ltd,,,,,,0.05,750600,HCL Infosystems Ltd,HCL-INSYSLR,HCL Infosystems Ltd,Suspended,R ,-, ,-,-,-,-,-
JOSTSLR,Josts Engineering Co. Ltd.,,,,,,0.05,750601,Josts Engineering Co. Ltd.,JOSTSLR,Josts Engineering Co Ltd,Suspended,R ,-, ,-,-,-,-,-
VIPCLOTHLR,VIP Clothing Limited,,,,,,0.05,750602,VIP Clothing Limited,VIPCLOTHLR,VIP Clothing Ltd,Suspended,R ,-, ,-,-,-,-,-
LAKSHVILALR,LAKSHMI VILAS BANK LTD,,,,,,0.05,750603,LAKSHMI VILAS BANK LTD,LAKSHVILALR,LAKSHVILALR,Delisted,R ,-, ,-,-,-,-,-
KANPRPLALR,Kanpur Plastipack Limited,,,,,,0.05,750605,Kanpur Plastipack Limited,KANPRPLALR,Kanpur Plastipack Ltd,Suspended,R ,-, ,-,-,-,-,-
PELLR,Piramal Enterprises Limited,,,,,,0.05,750606,Piramal Enterprises Limited,PELLR,Piramal Enterprises Ltd,Suspended,R ,-, ,-,-,-,-,-
TATASTFPLR,TATA STEEL LIMITED,,,,,,0.05,750607,TATA STEEL LIMITED,TATASTFPLR,TATA STEEL Ltd,Suspended,R ,-, ,-,-,-,-,-
TATASTPPLR,TATA STEEL LIMITED,,,,,,0.05,750608,TATA STEEL LIMITED,TATASTPPLR,TATA STEEL Ltd,Suspended,R ,-, ,-,-,-,-,-
IBVENTURELR,Dhani Services Limited,,,,,,0.05,750609,Dhani Services Limited,IBVENTURELR,Indiabulls Ventures Ltd,Suspended,R ,-, ,-,-,-,-,-
SCANPGEOMLR,SGL RESOURCES LIMITED,,,,,,0.05,750610,SGL RESOURCES LIMITED,SCANPGEOMLR,Scanpoint Geomatics Ltd,Suspended,R ,-, ,-,-,-,-,-
ELPROINTLLR,Elpro International Ltd.,,,,,,0.05,750611,Elpro International Ltd.,ELPROINTLLR,Elpro International Ltd,Suspended,R ,-, ,-,-,-,-,-
SHALPAINTLR,Shalimar Paints Ltd.,,,,,,0.05,750612,Shalimar Paints Ltd.,SHALPAINTLR,Shalimar Paints Ltd,Suspended,R ,-, ,-,-,-,-,-
HATSUNLR,Hatsun Agro Products Ltd.,,,,,,0.05,750613,Hatsun Agro Products Ltd.,HATSUNLR,Hatsun Agro Products Ltd,Suspended,R ,-, ,-,-,-,-,-
MAXVILLR,Max Ventures and Industries Limited,,,,,,0.05,750614,Max Ventures and Industries Limited,MAXVILLR,Max Ventures and Industries Ltd,Suspended,R ,            , ,-,-,-,-,-
SHALIMALR,Shalimar Paints Ltd.,,,,,,0.05,750615,Shalimar Paints Ltd.,SHALIMALR,Shalimar Paints Ltd,Suspended,R ,-, ,-,-,-,-,-
HCCLR,Hindustan Construction Co. Ltd.,,,,,,0.05,750616,Hindustan Construction Co. Ltd.,HCCLR,Hindustan Construction Co Ltd,Suspended,R ,-, ,-,-,-,-,-
CIFLR,CAPITAL INDIA FINANCE LIMITED,,,,,,0.05,750617,CAPITAL INDIA FINANCE LIMITED,CIFLR,CAPITAL INDIA FINANCE Ltd,Delisted,R ,-, ,-,-,-,-,-
LGBFORGLR,LGB Forge Limited,,,,,,0.05,750618,LGB Forge Limited,LGBFORGLR,LGB Forge Ltd,Suspended,R ,-, ,-,-,-,-,-
KREBSBIOLR,Krebs Biochemicals & Industries Ltd.,,,,,,0.05,750619,Krebs Biochemicals & Industries Ltd.,KREBSBIOLR,Krebs Biochemicals & Industries Ltd,Suspended,R ,-, ,-,-,-,-,-
IDEALR,VODAFONE IDEA LIMITED,,,,,,0.05,750620,VODAFONE IDEA LIMITED,IDEALR,VODAFONE IDEA Ltd,Suspended,R ,-, ,-,-,-,-,-
BHARATGRLR,Bharat Gears Ltd.,,,,,,0.05,750621,Bharat Gears Ltd.,BHARATGRLR,Bharat Gears Ltd,Suspended,R ,-, ,-,-,-,-,-
AIRTELLR,Bharti Airtel  Ltd.,,,,,,0.05,750622,Bharti Airtel  Ltd.,AIRTELLR,Bharti Airtel  Ltd,Suspended,R ,-, ,-,-,-,-,-
SCANPOINTLR,SGL RESOURCES LIMITED,,,,,,0.05,750623,SGL RESOURCES LIMITED,SCANPOINTLR,Scanpoint Geomatics Ltd,Suspended,R ,-, ,-,-,-,-,-
TATASTLLPR,TATA STEEL LONG PRODUCTS LIMITED,,,,,,0.05,750624,TATA STEEL LONG PRODUCTS LIMITED,TATASTLLPR,Tata Sponge Iron Ltd,Suspended,R ,-, ,-,-,-,-,-
RELCHEMQLR,Reliance Chemotex Industries Ltd.,,,,,,0.05,750625,Reliance Chemotex Industries Ltd.,RELCHEMQLR,Reliance Chemotex Industries Ltd,Suspended,R ,-, ,-,-,-,-,-
ISHANCHLR,Ishan Dyes and Chemicals Limited,,,,,,0.05,750626,Ishan Dyes and Chemicals Limited,ISHANCHLR,Ishan Dyes & Chemicals Ltd,Suspended,R ,-, ,-,-,-,-,-
5PAISALR,5paisa Capital Limited,,,,,,0.05,750627,5paisa Capital Limited,5PAISALR,5paisa Capital Ltd,Suspended,R ,-, ,-,-,-,-,-
PACIFICILR,Pacific Industries ltd.,,,,,,0.05,750628,Pacific Industries ltd.,PACIFICILR,Pacific Industries ltd,Suspended,R ,-, ,-,-,-,-,-
PATELENGLR,Patel Engineering Ltd,,,,,,0.05,750629,Patel Engineering Ltd,PATELENGLR,Patel Engineering Ltd,Suspended,R ,-, ,-,-,-,-,-
SKCILLR,Shri Keshav Cements and Infra Limited,,,,,,0.05,750630,Shri Keshav Cements and Infra Limited,SKCILLR,Shri Keshav Cements and Infra Ltd,Suspended,R ,-, ,-,-,-,-,-
PELTDLR,Piramal Enterprises Limited,,,,,,0.05,750631,Piramal Enterprises Limited,PELTDLR,Piramal Enterprises Limited,Suspended,R ,-, ,-,-,-,-,-
BAJAJELECLR,Bajaj Electricals Ltd.,,,,,,0.05,750632,Bajaj Electricals Ltd.,BAJAJELECLR,Bajaj Electricals Ltd,Delisted,R ,-, ,-,-,-,-,-
BROOKSLABLR,BROOKS LABORATORIES LIMITED,,,,,,0.05,750633,BROOKS LABORATORIES LIMITED,BROOKSLABLR,BROOKS LABORATORIES Ltd,Suspended,R ,-, ,-,-,-,-,-
RELIANCELR,Reliance Industries Ltd,,,,,,0.05,750634,Reliance Industries Ltd,RELIANCELR,Reliance Industries Ltd,Suspended,R ,INE002A20018, ,-,-,-,-,-
ARVINDF-RE,Arvind Fashions Limited,,,,,,0.05,750635,Arvind Fashions Limited,ARVINDF-RE,Arvind Fashions Ltd,Suspended,R ,INE955V20013, ,-,-,-,-,-
ABFRL-RE,Aditya Birla Fashion and Retail Limited,,,,,,0.05,750636,Aditya Birla Fashion and Retail Limited,ABFRL-RE,Aditya Birla Fashion and Retail Ltd,Suspended,R ,INE647O20011, ,-,-,-,-,-
SFL-RE,Shriram Finance Limited,,,,,,0.05,750637,Shriram Finance Limited,SFL-RE,Shriram Transport Finance Company Ltd,Suspended,R ,INE721A20013, ,-,-,-,-,-
PVRINOX-RE,PVR INOX LIMITED,,,,,,0.05,750638,PVR INOX LIMITED,PVRINOX-RE,PVR Ltd,Suspended,R ,INE191H20014, ,-,-,-,-,-
REFEX-RE,Refex Industries Limited,,,,,,0.05,750639,Refex Industries Limited,REFEX-RE,Refex Industries Ltd,Suspended,R ,INE056I20017, ,-,-,-,-,-
M&MFIN-RE,Mahindra & Mahindra Financial Services Limited,,,,,,0.05,750640,Mahindra & Mahindra Financial Services Limited,M&MFIN-RE,Mahindra & Mahindra Financial Services Ltd,Suspended,R ,INE774D20016, ,-,-,-,-,-
GDL-RE,GATEWAY DISTRIPARKS LTD.,,,,,,0.05,750641,GATEWAY DISTRIPARKS LTD.,GDL-RE,Gateway Distriparks Ltd,Suspended,R ,INE852F20015, ,-,-,-,-,-
SPENCER-RE,Spencer's Retail Limited,,,,,,0.05,750642,Spencer's Retail Limited,SPENCER-RE,Spencer's Retail Ltd,Suspended,R ,INE020820010, ,-,-,-,-,-
SATIN-RE,SATIN CREDITCARE NETWORK LIMITED,,,,,,0.05,750643,SATIN CREDITCARE NETWORK LIMITED,SATIN-RE,Satin Creditcare Network Ltd,Suspended,R ,INE836B20017, ,-,-,-,-,-
UNOMINDA-RE,UNO Minda Limited,,,,,,0.05,750644,UNO Minda Limited,UNOMINDA-RE,Minda Industries Ltd,Suspended,R ,INE405E20015, ,-,-,-,-,-
RUSHIL-RE,Rushil Decor Limited,,,,,,0.05,750645,Rushil Decor Limited,RUSHIL-RE,Rushil Decor Ltd,Suspended,R ,INE573K20017, ,-,-,-,-,-
DEEPAK-RE,Deepak Fertilizers &Petrochemicals,,,,,,0.05,750646,Deepak Fertilizers &Petrochemicals,DEEPAK-RE,Deepak Fertilizers &Petrochemicals,Suspended,R ,INE501A20019, ,-,-,-,-,-
EIH-RE,EIH Ltd,,,,,,0.05,750647,EIH Ltd,EIH-RE,EIH Ltd,Suspended,R ,INE230A20015, ,-,-,-,-,-
MOLDTEK-RE,Mold-Tek Packaging Limited,,,,,,0.05,750648,Mold-Tek Packaging Limited,MOLDTEK-RE,Mold-Tek Packaging Ltd,Suspended,R ,INE893J20011, ,-,-,-,-,-
SHOPER-RE,Shoppers Stop Ltd,,,,,,0.05,750649,Shoppers Stop Ltd,SHOPER-RE,Shoppers Stop Ltd,Suspended,R ,INE498B20016, ,-,-,-,-,-
PRICOL-RE,Pricol Limited,,,,,,0.05,750650,Pricol Limited,PRICOL-RE,Pricol Ltd,Suspended,R ,INE726V20018, ,-,-,-,-,-
URJA-RE,Urja Global Limited,,,,,,0.05,750651,Urja Global Limited,URJA-RE,Urja Global Ltd,Suspended,R ,INE550C20012, ,-,-,-,-,-
LTF-RE,L&T Finance Limited,,,,,,0.05,750652,L&T Finance Limited,LTF-RE,L&T FINANCE HOLDINGS Ltd,Suspended,R ,INE498L20015, ,-,-,-,-,-
PATINT-RE,Patel Integrated Logistics Ltd,,,,,,0.05,750653,Patel Integrated Logistics Ltd,PATINT-RE,Patel Integrated Logistics Ltd,Delisted,R ,INE529D20014, ,-,-,-,-,-
AIIL-RE,Authum Investment & Infrastructure Limited,,,,,,0.05,750654,Authum Investment & Infrastructure Limited,AIIL-RE,Authum Investment & Infrastructure Ltd,Suspended,R ,INE206F20014, ,-,-,-,-,-
AFL-RE,Arvind Fashions Limited,,,,,,0.05,750655,Arvind Fashions Limited,AFL-RE,Arvind Fashions Ltd,Suspended,R ,INE955V20021, ,-,-,-,-,-
RAJAPLM-RE,Rajapalayam Mills Limited,,,,,,0.05,750656,Rajapalayam Mills Limited,RAJAPLM-RE,Rajapalayam Mills Ltd,Suspended,R ,INE296E20018, ,-,-,-,-,-
WEPSOLN-RE,WEP Solutions Ltd,,,,,,0.05,750657,WEP Solutions Ltd,WEPSOLN-RE,WEP Solutions Ltd,Suspended,R ,INE434B20011, ,-,-,-,-,-
EMERALD-RE,Emerald Finance Limited,,,,,,0.05,750658,Emerald Finance Limited,EMERALD-RE,Emerald Leasing Finance & Investment Company Ltd,Suspended,R ,INE030Q20015, ,-,-,-,-,-
IGRID-RE,IndiGrid Infrastructure Trust,,,,,,0.05,750659,IndiGrid Infrastructure Trust,IGRID-RE,India Grid Trust,Suspended,R ,INE219X20010, ,-,-,-,-,-
KDDL-RE,KDDL Ltd,,,,,,0.05,750660,KDDL Ltd,KDDL-RE,KDDL Ltd,Suspended,R ,INE291D20011, ,-,-,-,-,-
VLIFE-RE,VIKAS LIFECARE LIMITED,,,,,,0.05,750661,VIKAS LIFECARE LIMITED,VLIFE-RE,VIKAS LIFECARE Ltd,Suspended,R ,INE161L20019, ,-,-,-,-,-
VECO-RE,Vikas EcoTech Limited,,,,,,0.05,750662,Vikas EcoTech Limited,VECO-RE,Vikas EcoTech Ltd,Suspended,R ,INE806A20012, ,-,-,-,-,-
APLAB-RE,Aplab Ltd.,,,,,,0.05,750663,Aplab Ltd.,APLAB-RE,Aplab Ltd,Suspended,R ,INE273A20015, ,-,-,-,-,-
MEGA-RE,Megasoft Ltd.,,,,,,0.05,750664,Megasoft Ltd.,MEGA-RE,Megasoft Ltd,Suspended,R ,INE933B20012, ,-,-,-,-,-
SGLRES-RE,SGL RESOURCES LIMITED,,,,,,0.05,750665,SGL RESOURCES LIMITED,SGLRES-RE,Scanpoint Geomatics Ltd,Suspended,R ,INE967B20010, ,-,-,-,-,-
TEXELIN-RE,Texel Industries Ltd.,,,,,,0.05,750666,Texel Industries Ltd.,TEXELIN-RE,Texel Industries Ltd,Suspended,R ,INE594V20010, ,-,-,-,-,-
PRAXIS-RE,Praxis Home Retail Limited ,,,,,,0.05,750667,Praxis Home Retail Limited ,PRAXIS-RE,Praxis Home Retail Ltd,Suspended,R ,INE546Y20014, ,-,-,-,-,-
BASML-RE,Bannari Amman Spinning Mills Ltd,,,,,,0.05,750668,Bannari Amman Spinning Mills Ltd,BASML-RE,Bannari Amman Spinning Mills Ltd,Suspended,R ,INE186H20014, ,-,-,-,-,-
ASIAN-RE,ASIAN GRANITO INDIA LIMITED,,,,,,0.05,750669,ASIAN GRANITO INDIA LIMITED,ASIAN-RE,ASIAN GRANITO INDIA Ltd,Suspended,R ,INE022I20019, ,-,-,-,-,-
KIL-RE,Kesoram Industries Ltd,,,,,,0.05,750670,Kesoram Industries Ltd,KIL-RE,Kesoram Industries Ltd,Suspended,R ,INE087A20019, ,-,-,-,-,-
RPP-RE,RPP INFRA PROJECTS LIMITED,,,,,,0.05,750671,RPP INFRA PROJECTS LIMITED,RPP-RE,RPP INFRA PROJECTS Ltd,Suspended,R ,INE324L20013, ,-,-,-,-,-
ARUNA-RE,Aruna Hotels Ltd.,,,,,,0.05,750672,Aruna Hotels Ltd.,ARUNA-RE,Aruna Hotels Ltd,Suspended,R ,INE957C20019, ,-,-,-,-,-
AIRTEL-RE,Bharti Airtel  Ltd.,,,,,,0.05,750673,Bharti Airtel  Ltd.,AIRTEL-RE,Bharti Airtel  Ltd,Suspended,R ,INE397D20024, ,-,-,-,-,-
TRAIL-RE,Texmaco Rail & Engineering Limited,,,,,,0.05,750674,Texmaco Rail & Engineering Limited,TRAIL-RE,Texmaco Rail & Engineering Ltd,Suspended,R ,INE621L20012, ,-,-,-,-,-
PATINT-RE1,Patel Integrated Logistics Ltd,,,,,,0.05,750675,Patel Integrated Logistics Ltd,PATINT-RE1,Patel Integrated Logistics Ltd,Suspended,R ,INE529D20022, ,-,-,-,-,-
VLIFE-RE1,VIKAS LIFECARE LIMITED,,,,,,0.05,750676,VIKAS LIFECARE LIMITED,VLIFE-RE1,VIKAS LIFECARE Ltd,Suspended,R ,INE161L20027, ,-,-,-,-,-
NDLVEN-RE,NDL Ventures Limited,,,,,,0.05,750677,NDL Ventures Limited,NDLVEN-RE,NXTDIGITAL Ltd,Suspended,R ,INE353A20015, ,-,-,-,-,-
ASIAT-RE,Asian Tea & Exports Ltd.,,,,,,0.05,750678,Asian Tea & Exports Ltd.,ASIAT-RE,Asian Tea & Exports Ltd,Suspended,R ,INE822B20017, ,-,-,-,-,-
ANUROOP-RE,Anuroop Packaging Limited,,,,,,0.05,750679,Anuroop Packaging Limited,ANUROOP-RE,Anuroop Packaging Ltd,Suspended,R ,INE490Z20012, ,-,-,-,-,-
BGEAR-RE,Bharat Gears Ltd.,,,,,,0.05,750680,Bharat Gears Ltd.,BGEAR-RE,Bharat Gears Ltd,Suspended,R ,INE561C20019, ,-,-,-,-,-
IHCL-RE,Indian Hotels Co. Ltd,,,,,,0.05,750681,Indian Hotels Co. Ltd,IHCL-RE,Indian Hotels Co Ltd,Suspended,R ,INE053A20011, ,-,-,-,-,-
SWISSMIL-RE,SWISS MILITARY CONSUMER GOODS LIMITED,,,,,,0.05,750682,SWISS MILITARY CONSUMER GOODS LIMITED,SWISSMIL-RE,SWISS MILITARY CONSUMER GOODS Ltd,Suspended,R ,INE010C20017, ,-,-,-,-,-
URSUGAR-RE,UR SUGAR INDUSTRIES LIMITED,,,,,,0.05,750683,UR SUGAR INDUSTRIES LIMITED,URSUGAR-RE,HKG Ltd,Suspended,R ,INE904R20019, ,-,-,-,-,-
NATCAPS-RE,Natural Capsules Ltd.,,,,,,0.05,750684,Natural Capsules Ltd.,NATCAPS-RE,Natural Capsules Ltd,Suspended,R ,INE936B20015, ,-,-,-,-,-
